id_ent_mun,municipio,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
12055,Taxco de Alarcón,,,,112893,58774,54119,8707,9547,9816,9846,9561,9290,8769,8149,7380,6636,5784,5046,4258,10104
12056,Tecoanapa,560.77,17472.0,,47670,24173,23497,4298,5062,5581,5192,4106,3403,3037,2636,2421,2337,2083,1839,1619,4056
12057,Técpan de Galeana,,,,67256,33873,33383,5383,5796,5904,5750,5288,5057,4758,4374,4085,3927,3643,3350,3008,6933
12058,Teloloapan,,,,59409,31407,28002,5542,5433,5640,5624,5176,4525,3725,3240,3055,2949,2715,2534,2386,6865
12059,Tepecoacuilco de Trujano,5163.33,19545.0,3909.0,33104,17204,15900,2515,2599,2843,2938,2719,2363,2032,1847,1827,1905,1850,1736,1598,4332
12060,Tetipac,2128.43,21210.0,,14965,7697,7268,1347,1440,1534,1470,1257,1102,977,873,811,770,683,590,516,1595
12061,Tixtla de Guerrero,5070.38,75915.0,2019.0,44702,23229,21473,3844,4059,4216,4104,3823,3701,3501,3119,2727,2443,2106,1791,1539,3729
12062,Tlacoachistlahuaca,2020.69,19149.0,,24399,12926,11473,2887,3373,3203,2616,1999,1735,1568,1335,1106,929,778,702,647,1521
12063,Tlacoapa,,,,10481,5496,4985,1193,1406,1313,1039,795,716,638,537,479,456,407,361,323,818
12064,Tlalchapa,3854.59,50172.0,,12796,6394,6402,995,964,1054,1062,957,865,779,719,711,716,655,608,600,2111
12065,Tlalixtaquilla de Maldonado,3475.1,23940.0,,7660,3985,3675,785,799,832,749,582,492,461,435,403,366,319,297,283,857
12066,Tlapa de Comonfort,,,,94337,49609,44728,10440,10749,10690,10226,9208,8097,6761,5558,4640,3992,3378,2872,2350,5376
12067,Tlapehuala,,,,22716,11749,10967,2039,1950,1980,1955,1884,1837,1664,1448,1266,1154,1061,990,920,2568
12068,La Unión de Isidoro Montes de Oca,,,,26982,13200,13782,2266,2360,2368,2397,2357,2285,2011,1715,1535,1426,1308,1229,1095,2630
12069,Xalpatláhuac,,,,12239,6602,5637,1326,1476,1529,1337,973,761,682,588,526,503,461,433,418,1226
12070,Xochihuehuetlán,,,,7408,3937,3471,598,658,695,675,576,481,405,366,373,412,424,392,341,1012
12071,Xochistlahuaca,,,,30330,15610,14720,3009,3594,3660,3096,2482,2294,2142,1872,1669,1508,1236,1032,891,1845
12072,Zapotitlán Tablas,,,,12845,6737,6108,1640,1692,1560,1307,1089,995,874,704,584,506,415,364,310,805
12073,Zirándaro,,,,18107,8851,9256,1523,1651,1781,1699,1403,1219,1157,1091,1004,939,874,824,743,2199
12074,Zitlala,1553.55,42812.0,,23988,12670,11318,2602,2840,2850,2403,1891,1675,1543,1338,1140,1025,937,872,780,2092
12075,Eduardo Neri,,,,53278,27202,26076,5012,4979,5021,5075,4918,4635,4094,3510,3038,2754,2486,2166,1690,3900
12076,Acatepec,,,,38802,19839,18963,5466,5615,5173,4356,3507,2957,2403,1884,1572,1400,1152,918,748,1651
12077,Marquelia,,,,14322,7202,7120,1437,1426,1415,1358,1216,1133,1013,860,766,732,681,600,490,1195
12078,Cochoapa el Grande,2521.25,17096.0,,19311,10128,9183,3062,3123,2444,1819,1481,1351,1137,928,791,641,471,375,331,1357
12079,José Joaquín de Herrera,,,,17971,9068,8903,2404,2469,2293,1901,1532,1343,1154,928,768,683,584,509,446,957
12080,Juchitán,,,,7962,3941,4021,773,792,810,772,645,549,485,414,367,361,357,358,346,933
12081,Iliatenco,,,,11338,5938,5400,1137,1487,1526,1257,913,776,715,602,522,485,425,369,323,801
13001,Acatlán,5055.42,28705.0,655.0,22291,11541,10750,2200,2214,2196,2035,1767,1614,1535,1439,1337,1268,1122,969,819,1776
13002,Acaxochitlán,4209.73,9030.0,,46695,24260,22435,5268,5355,5147,4602,4088,3844,3390,2830,2415,2177,1866,1572,1313,2828
13003,Actopan,4933.71,11144.0,,61950,32554,29396,5271,5191,5296,5522,5336,4866,4428,4203,3989,3848,3534,2979,2314,5173
13004,Agua Blanca de Iturbide,3167.92,17387.0,,9772,5138,4634,906,979,973,873,739,710,691,626,561,510,450,411,374,969
13005,Ajacuba,,,,20099,10267,9832,1563,1563,1646,1714,1658,1567,1484,1415,1311,1209,1073,939,816,2141
13006,Alfajayucan,,,,22369,11515,10854,1833,1876,1889,1813,1587,1502,1480,1430,1422,1408,1261,1133,1031,2704
13007,Almoloya,3440.12,14025.0,561.0,13256,6667,6589,1180,1179,1204,1181,1089,1019,967,903,824,759,668,583,505,1195
13008,Apan,6312.1,13820.0,397.0,48485,25224,23261,4014,4084,4160,4072,3833,3697,3577,3479,3294,3079,2728,2338,1932,4198
13009,El Arenal,,,,20437,10652,9785,1921,1902,1881,1863,1770,1690,1551,1386,1261,1181,1033,837,662,1499
13010,Atitalaquia,8753.3,12075.0,,32608,16473,16135,2535,2627,2710,2729,2725,2759,2631,2409,2238,2177,1984,1648,1243,2193
13011,Atlapexco,3901.62,8640.0,,21854,11332,10522,1788,1994,2130,1975,1645,1484,1355,1177,1103,1126,1156,1230,1181,2510
13012,Atotonilco el Grande,4626.29,5712.0,,29754,15697,14057,2562,2582,2672,2583,2336,2178,2058,1965,1882,1811,1613,1415,1232,2865
13013,Atotonilco de Tula,5749.74,36525.0,1134.0,41658,21405,20253,3753,3793,3706,3536,3361,3512,3624,3413,2989,2546,2046,1601,1259,2519
13014,Calnali,4320.28,13248.0,,18862,9778,9084,1440,1703,1756,1532,1221,1166,1149,1015,933,991,1062,1126,1111,2657
13015,Cardonal,,,,20061,10454,9607,1686,1716,1750,1693,1480,1363,1330,1302,1267,1235,1128,1015,914,2182
13016,Cuautepec de Hinojosa,4642.05,17218.0,,63061,32976,30085,5743,5915,6028,5901,5290,4831,4537,4236,3869,3543,3119,2730,2294,5025
13017,Chapantongo,,,,14844,7621,7223,1200,1198,1208,1149,1030,995,997,984,953,929,852,761,702,1886
13018,Chapulhuacán,2580.0,18610.0,,25705,12778,12927,2482,2528,2583,2438,2049,1790,1629,1447,1310,1266,1210,1156,1070,2747
13019,Chilcuautla,4333.64,11088.0,,19846,10106,9740,1734,1738,1801,1782,1630,1523,1444,1332,1217,1156,1051,924,797,1717
13020,Eloxochitlán,,,,3006,1600,1406,219,217,210,200,178,173,180,176,171,184,192,183,173,550
13021,Emiliano Zapata,,,,15985,8396,7589,1277,1389,1416,1321,1194,1168,1177,1163,1120,1055,890,738,633,1444
13022,Epazoyucan,,,,16271,8364,7907,1348,1377,1351,1325,1294,1301,1268,1185,1072,1002,889,739,607,1513
13023,Francisco I. Madero,,,,39335,20520,18815,3170,3178,3315,3511,3400,3099,2821,2641,2522,2536,2350,1948,1513,3331
13024,Huasca de Ocampo,,,,19262,10060,9202,1830,1823,1801,1749,1550,1377,1242,1186,1191,1184,1021,836,725,1747
13025,Huautla,3271.09,46365.0,,23323,12140,11183,1649,1864,2051,1880,1408,1245,1316,1283,1196,1171,1222,1409,1546,4083
13026,Huazalingo,,,,15173,7769,7404,1410,1667,1713,1441,1119,1063,1026,849,699,675,686,710,688,1427
13027,Huehuetla,,,,27555,14222,13333,2281,2731,3053,2629,1975,1796,1738,1540,1409,1442,1434,1374,1243,2910
13028,Huejutla de Reyes,2695.15,49342.0,494.0,140867,71604,69263,12627,13599,13850,13113,11728,10903,9878,8611,7888,7836,7409,6638,5418,11369
13029,Huichapan,6910.95,29834.0,1156.0,50299,26196,24103,4040,4247,4317,4296,3925,3589,3469,3548,3553,3309,2791,2366,2010,4839
13030,Ixmiquilpan,2795.16,46920.0,475.0,100871,53267,47604,8785,8731,9092,9305,8723,7923,7245,6810,6558,6402,5664,4568,3525,7540
13031,Jacala de Ledezma,,,,14640,7711,6929,1129,1156,1220,1205,1055,958,901,861,873,910,856,777,719,2020
13032,Jaltocán,1000.0,6595.0,,12947,6560,6387,1080,1193,1223,1146,952,872,866,797,725,711,691,670,602,1419
13033,Juárez Hidalgo,,,,3447,1800,1647,267,304,310,258,189,186,213,220,211,194,174,165,169,587
13034,Lolotla,,,,10305,5277,5028,913,940,960,918,794,719,643,551,512,534,536,530,503,1252
13035,Metepec,,,,12625,6712,5913,1275,1240,1160,1091,1004,961,923,861,781,714,637,558,457,963
13036,San Agustín Metzquititlán,3218.59,13105.0,,10434,5440,4994,765,810,819,775,712,706,710,704,672,658,642,584,511,1366
13037,Metztitlán,,,,22359,11763,10596,1663,1790,1860,1736,1456,1394,1462,1487,1465,1444,1325,1167,1054,3056
13038,Mineral del Chico,,,,9806,5047,4759,956,942,893,815,755,774,755,663,568,523,471,408,358,925
13039,Mineral del Monte,,,,15921,8322,7599,1215,1251,1278,1329,1351,1341,1220,1098,1052,1077,1009,813,596,1291
13040,La Misión,,,,10987,5577,5410,869,987,1087,996,753,610,584,594,616,629,593,571,558,1540
13041,Mixquiahuala de Juárez,4399.35,19441.0,944.0,50529,26229,24300,4206,4133,4275,4358,4156,4025,3892,3724,3472,3209,2870,2457,1929,3823
13042,Molango de Escamilla,,,,12646,6453,6193,1057,1142,1143,1049,891,848,840,790,719,664,618,618,608,1659
13043,Nicolás Flores,,,,7465,3956,3509,650,693,715,628,493,463,482,451,403,388,375,355,336,1033
13044,Nopala de Villagrán,,,,18308,9315,8993,1346,1427,1571,1522,1256,1094,1112,1173,1197,1204,1132,1019,895,2360
13045,Omitlán de Juárez,,,,10690,5582,5108,1036,980,930,920,897,866,794,710,653,622,555,469,381,877
13046,San Felipe Orizatlán,5935.25,13580.0,970.0,41974,21365,20609,3500,4252,4456,3676,2684,2532,2563,2438,2458,2572,2467,2240,1919,4217
13047,Pacula,3307.92,6045.0,,5390,2887,2503,442,444,455,444,397,374,334,290,271,282,288,287,274,808
13048,Pachuca de Soto,7658.6,136249.0,5419.0,281814,147288,134526,19346,19973,21173,23941,25505,24470,21643,20067,20105,20466,18238,14803,11492,20592
13049,Pisaflores,,,,18923,9463,9460,1972,2162,2232,1900,1438,1238,1097,927,827,844,853,807,728,1898
13050,Progreso de Obregón,4194.8,15120.0,504.0,25654,13501,12153,1948,2019,2064,2141,2139,2054,1902,1820,1736,1649,1519,1345,1086,2232
13051,Mineral de la Reforma,7957.62,73471.0,6059.0,190169,99405,90764,15331,15885,15832,16323,17046,17810,17337,16145,14422,12625,10407,7839,5242,7925
13052,San Agustín Tlaxiaca,6548.75,34214.0,,39755,20319,19436,3420,3490,3489,3494,3407,3320,3119,2843,2548,2322,2006,1689,1377,3231
13053,San Bartolo Tutotepec,1906.33,19210.0,,20226,10226,10000,1828,2125,2220,1879,1437,1309,1256,1121,1023,1005,956,917,891,2259
13054,San Salvador,3431.05,68952.0,,38428,19862,18566,3461,3254,3240,3285,3103,2912,2773,2626,2440,2351,2182,1861,1468,3472
13055,Santiago de Anaya,4908.8,15721.0,,18603,9523,9080,1564,1583,1631,1650,1489,1355,1334,1313,1240,1146,978,824,711,1785
13056,Santiago Tulantepec de Lugo Guerrero,6721.9,17220.0,2949.0,40571,21176,19395,3552,3643,3635,3524,3384,3335,3193,3034,2797,2489,2086,1748,1413,2738
13057,Singuilucan,,,,17582,8905,8677,1630,1595,1512,1460,1409,1383,1293,1189,1098,1025,909,802,698,1579
13058,Tasquillo,5157.66,17768.0,740.0,17714,9585,8129,1468,1472,1508,1432,1266,1222,1205,1152,1131,1131,1049,940,801,1937
13059,Tecozautla,5533.59,57122.0,8637.0,40959,21310,19649,3666,3769,3832,3597,3134,2958,2929,2859,2691,2434,2072,1810,1557,3651
13060,Tenango de Doria,,,,19826,10410,9416,1935,1974,2024,1899,1603,1403,1261,1130,1029,960,895,858,792,2063
13061,Tepeapulco,4585.86,15250.0,1734.0,59326,30591,28735,4258,4594,4742,4681,4573,4657,4458,4110,3906,3966,3826,3374,2752,5429
13062,Tepehuacán de Guerrero,,,,33095,16283,16812,3687,3535,3610,3371,2855,2499,2107,1686,1457,1452,1447,1390,1244,2755
13063,Tepeji del Río de Ocampo,4033.35,91841.0,1038.0,94641,47971,46670,8108,8091,8163,8310,8362,8294,7625,6906,6337,5850,5028,4160,3272,6135
13064,Tepetitlán,,,,11942,6122,5820,899,888,933,956,920,880,820,778,755,764,740,664,556,1389
13065,Tetepango,,,,12654,6351,6303,1076,1050,1092,1106,1055,1023,990,936,877,816,679,539,438,977
13066,Villa de Tezontepec,,,,13583,6923,6660,1165,1246,1282,1248,1179,1138,1054,964,891,817,677,523,404,995
13067,Tezontepec de Aldama,,,,57697,29174,28523,5236,5314,5255,5089,4910,4891,4629,4124,3614,3305,2907,2421,1921,4081
13068,Tianguistengo,,,,16197,8276,7921,1503,1557,1570,1470,1258,1136,1024,893,803,789,772,759,733,1930
13069,Tizayuca,6238.6,116756.0,323.0,140150,70955,69195,12701,13847,13415,11976,11027,12102,12967,12096,10327,8590,6737,5090,3641,5634
13070,Tlahuelilpan,5991.56,6640.0,,20992,10656,10336,1875,1812,1797,1853,1865,1810,1652,1484,1371,1312,1144,910,679,1428
13071,Tlahuiltepa,2340.83,5748.0,,11033,5549,5484,844,980,996,811,647,687,722,675,620,597,594,621,629,1610
13072,Tlanalapa,,,,11272,5814,5458,829,862,881,888,889,895,845,783,755,780,764,658,484,959
13073,Tlanchinol,2412.0,31769.0,1449.0,42587,21475,21112,4336,4465,4552,4203,3529,3144,2817,2400,2134,2116,2026,1866,1637,3362
13074,Tlaxcoapan,5996.0,10479.0,499.0,31018,15707,15311,2557,2623,2690,2676,2601,2608,2489,2300,2138,2000,1735,1428,1107,2066
13075,Tolcayuca,,,,17949,9223,8726,1483,1489,1555,1600,1562,1513,1408,1301,1235,1157,959,775,640,1272
13076,Tula de Allende,7495.41,63894.0,476.0,120085,61696,58389,9064,9243,9629,9889,9797,9820,9676,9306,8697,8158,7127,5915,4733,9031
13077,Tulancingo de Bravo,7287.18,71239.0,,171527,90172,81355,14292,14865,14982,15151,14740,14195,13184,12232,11554,11034,9611,7981,6367,11339
13078,Xochiatipan,4235.2,4440.0,,21408,10991,10417,2035,2424,2578,2113,1442,1201,1183,1126,1120,1148,1078,1006,917,2037
13079,Xochicoatlán,,,,8384,4258,4126,550,678,755,685,549,517,526,483,443,446,450,480,493,1329
13080,Yahualica,,,,26355,13444,12911,2534,2895,2972,2488,1883,1696,1627,1443,1286,1216,1166,1226,1225,2698
13081,Zacualtipán de Ángeles,5836.77,13483.0,361.0,38113,19898,18215,3526,3417,3333,3388,3430,3390,3081,2726,2420,2135,1778,1505,1260,2724
13082,Zapotlán de Juárez,,,,20594,10686,9908,1618,1749,1797,1738,1642,1627,1584,1502,1405,1323,1169,962,756,1722
13083,Zempoala,4918.72,14650.0,,51535,26478,25057,4441,4408,4379,4375,4259,4269,4151,3863,3561,3221,2653,2164,1762,4029
13084,Zimapán,3820.29,29894.0,,42967,23093,19874,3805,3844,3958,3751,3256,3073,3014,2828,2611,2455,2245,2039,1767,4321
14001,Acatic,,,,23226,11835,11391,2179,2165,2191,2108,1956,1909,1809,1576,1335,1171,996,891,850,2090
14002,Acatlán de Juárez,,,,24214,11735,12479,1925,2144,2598,2510,1970,1704,1629,1604,1578,1488,1242,1011,864,1947
14003,Ahualulco de Mercado,6461.94,15351.0,,24995,12695,12300,2111,2170,2199,2144,1960,1877,1802,1641,1518,1506,1400,1198,993,2476
14004,Amacueca,,,,5885,3013,2872,493,490,502,496,452,422,394,367,340,336,330,305,258,700
14005,Amatitán,,,,16593,8339,8254,1539,1629,1615,1544,1386,1259,1187,1146,1080,988,831,669,513,1207
14006,Ameca,,,,65621,33453,32168,5301,5342,5375,5232,4939,4822,4675,4393,4006,3856,3743,3501,3052,7384
14007,San Juanito de Escobedo,7961.17,21030.0,,10054,4991,5063,826,941,954,875,714,647,660,652,614,571,502,465,434,1199
14008,Arandas,,,,80636,41731,38905,6899,7461,7766,7535,6859,6495,6128,5650,5202,4876,4122,3189,2541,5913
14009,El Arenal,,,,21275,10704,10571,2029,2065,2061,1972,1800,1695,1571,1460,1369,1248,1040,845,658,1462
14010,Atemajac de Brizuela,,,,7192,3619,3573,766,765,765,720,626,553,486,422,377,348,284,236,227,617
14011,Atengo,,,,5980,2874,3106,507,485,493,485,447,427,402,357,330,322,290,261,255,919
14012,Atenguillo,,,,4285,2177,2108,280,293,330,345,321,296,268,246,248,266,246,212,200,734
14013,Atotonilco el Alto,6815.59,33014.0,1942.0,65364,33207,32157,5610,5825,6051,5932,5417,5204,4915,4452,4124,3885,3364,2805,2290,5490
14014,Atoyac,,,,8771,4557,4214,690,673,692,703,656,590,533,527,547,555,506,450,399,1250
14015,Autlán de Navarro,5464.68,40222.0,,66238,33621,32617,5624,5569,5457,5616,5618,5437,4972,4440,4065,4028,3776,3145,2430,6061
14016,Ayotlán,,,38043.0,40949,20911,20038,3941,3952,3824,3581,3273,3188,3052,2729,2377,2154,1954,1746,1520,3658
14017,Ayutla,,,,13478,6734,6744,1171,1107,1131,1118,1034,976,879,773,738,747,698,639,614,1853
14018,La Barca,,,,70476,36305,34171,6146,6339,6289,5925,5471,5352,5194,4852,4395,4090,3689,3257,2845,6632
14019,Bolaños,,,,8324,4167,4157,1039,1050,995,865,715,643,573,467,384,353,307,249,194,490
14020,Cabo Corrientes,,,,11207,5380,5827,1009,1053,1030,942,823,785,740,657,604,615,614,569,494,1272
14021,Casimiro Castillo,5614.17,13482.0,,23462,11740,11722,1935,1981,2031,1980,1796,1709,1608,1484,1431,1445,1354,1205,1030,2473
14022,Cihuatlán,5992.5,12880.0,805.0,44625,22032,22593,4087,4148,4059,3869,3610,3523,3319,2983,2727,2653,2455,2054,1609,3529
14023,Zapotlán el Grande,9362.28,74219.0,,114963,58857,56106,8904,9016,9072,9761,10418,10177,8918,7816,7227,7181,6722,5756,4574,9421
14024,Cocula,5603.5,25050.0,1670.0,28789,14740,14049,2308,2386,2305,2247,2167,2135,2052,1908,1766,1663,1522,1441,1336,3553
14025,Colotlán,,,,19444,10052,9392,1527,1616,1740,1798,1610,1391,1302,1286,1261,1218,1035,837,722,2101
14026,Concepción de Buenos Aires,,,,6631,3246,3385,535,533,558,560,501,459,451,434,405,399,377,336,292,791
14027,Cuautitlán de García Barragán,5425.08,11505.0,1770.0,19268,9498,9770,1768,1927,2029,1877,1517,1311,1247,1177,1079,994,848,732,700,2062
14028,Cuautla,,,,2328,1203,1125,170,161,180,191,179,159,136,122,122,127,125,127,128,401
14029,Cuquío,,,,19558,10205,9353,1606,1653,1760,1689,1459,1335,1279,1220,1176,1158,1072,983,881,2287
14030,Chapala,8764.21,75400.0,3013.0,55396,28316,27080,4398,4574,4530,4488,4368,4217,3936,3650,3317,3052,2818,2720,2632,6696
14031,Chimaltitán,5130.44,8820.0,,3582,1814,1768,389,379,367,331,276,237,209,189,175,164,149,134,126,457
14032,Chiquilistlán,4120.61,23498.0,758.0,6531,3239,3292,627,638,670,662,556,448,378,349,342,349,321,260,214,717
14033,Degollado,,,,23039,11865,11174,1903,2044,2132,2061,1798,1624,1583,1521,1438,1382,1205,1022,904,2422
14034,Ejutla,,,,2071,999,1072,141,131,136,146,144,141,129,118,119,131,128,114,105,388
14035,Encarnación de Díaz,5059.19,31620.0,,57765,29907,27858,5188,5277,5358,5213,4658,4405,4264,3905,3520,3262,2857,2508,2208,5142
14036,Etzatlán,6836.7,18630.0,690.0,21381,10928,10453,1811,1917,1973,1908,1676,1515,1438,1355,1282,1242,1134,988,850,2292
14037,El Grullo,8524.86,33287.0,963.0,26569,13629,12940,2162,2124,2145,2183,2158,2111,1946,1767,1668,1649,1486,1256,1075,2839
14038,Guachinango,5352.38,10725.0,1650.0,4574,2248,2326,340,342,357,354,320,295,277,273,275,273,242,215,216,795
14039,Guadalajara,8455.02,394445.0,34359.0,1509338,775200,734138,93585,103136,111077,122319,129662,127959,113657,101262,97865,100219,94798,84855,72437,156507
14040,Hostotipaquillo,,,,11100,5144,5956,982,1033,1037,972,848,775,743,726,699,642,526,458,431,1228
14041,Huejúcar,,,,6264,3279,2985,435,474,498,474,402,363,364,370,375,382,346,314,312,1155
14042,Huejuquilla el Alto,,,,9545,4949,4596,890,889,897,883,764,667,586,506,460,451,430,411,404,1307
14043,La Huerta,,,,26318,12923,13395,2212,2294,2325,2256,2035,1885,1760,1644,1598,1611,1482,1303,1112,2801
14044,Ixtlahuacán de los Membrillos,,,,61274,30938,30336,6442,6510,5849,5190,4980,5382,5371,4705,3954,3364,2680,2067,1582,3198
14045,Ixtlahuacán del Río,6719.0,28575.0,,20536,10577,9959,1798,1780,1807,1744,1550,1471,1429,1334,1259,1225,1108,965,859,2207
14046,Jalostotitlán,5192.33,12750.0,,36443,18433,18010,3478,3637,3564,3358,3013,2813,2619,2317,2058,1923,1708,1478,1264,3213
14047,Jamay,6763.74,23706.0,1756.0,26778,13384,13394,2445,2501,2449,2389,2250,2136,1973,1760,1599,1548,1372,1128,929,2299
14048,Jesús María,,,,20553,11146,9407,1624,1896,2063,1882,1493,1331,1307,1272,1260,1243,1073,895,808,2406
14049,Jilotlán de los Dolores,,,,10196,4989,5207,906,884,933,901,804,762,723,646,590,593,553,472,406,1023
14050,Jocotepec,8710.65,33945.0,,49964,25133,24831,4961,4866,4727,4627,4332,3966,3545,3146,2782,2546,2272,1993,1745,4456
14051,Juanacatlán,,,,19501,9742,9759,1900,1852,1747,1702,1707,1724,1586,1348,1137,1035,919,781,654,1409
14052,Juchitlán,,,,6074,3123,2951,547,511,484,471,447,432,393,349,334,336,311,287,273,899
14053,Lagos de Moreno,6295.96,21086.0,,177347,90520,86827,16566,16738,16793,16705,15806,14843,13511,11950,10481,9704,8756,7357,5853,12284
14054,El Limón,,,,5957,2977,2980,357,371,412,429,403,379,347,329,344,382,376,338,327,1163
14055,Magdalena,,,,24348,12172,12176,2312,2316,2362,2325,2042,1803,1642,1519,1424,1329,1166,1032,881,2195
14056,Santa María del Oro,,,,2217,1102,1115,150,182,217,202,148,119,128,148,154,147,117,90,80,335
14057,La Manzanilla de la Paz,,,,4066,2108,1958,284,295,324,334,312,291,259,235,239,255,243,219,199,577
14058,Mascota,6686.91,16434.0,,15797,8028,7769,1180,1261,1325,1312,1142,1039,1024,992,946,942,881,779,703,2271
14059,Mazamitla,6206.09,21206.0,,15127,7864,7263,1354,1381,1360,1322,1247,1191,1090,977,905,897,812,662,543,1386
14060,Mexticacán,,,,5454,2940,2514,397,401,414,400,348,337,342,339,347,363,337,296,278,855
14061,Mezquitic,,,,20988,10792,10196,2897,2709,2487,2142,1702,1440,1261,1064,923,865,761,645,540,1552
14062,Mixtlán,,,,3801,1887,1914,292,292,307,311,278,256,245,235,235,241,210,171,156,572
14063,Ocotlán,7750.38,48750.0,1875.0,106942,54318,52624,8724,9304,9598,9692,9202,8483,7881,7527,6979,6448,5746,4994,4090,8274
14064,Ojuelos de Jalisco,6189.2,27270.0,,34342,17586,16756,3518,3650,3721,3455,2965,2656,2418,2122,1815,1618,1411,1215,1057,2721
14065,Pihuamo,,,,12084,5995,6089,923,866,948,996,917,799,709,697,741,782,720,625,571,1790
14066,Poncitlán,,,,55675,28190,27485,6151,5889,5787,5460,4826,4281,3729,3300,3041,2855,2506,2121,1730,3999
14067,Puerto Vallarta,7565.58,105963.0,10193.0,302720,149541,153179,24582,25706,26106,27005,27687,27876,26275,23831,21425,19160,15564,12238,9434,15831
14068,Villa Purificación,,,,11731,5650,6081,926,986,1072,1053,869,720,660,645,643,665,653,599,551,1689
14069,Quitupan,,,,8844,4662,4182,637,633,683,688,612,570,564,543,504,491,482,475,472,1490
14070,El Salto,6784.22,47245.0,4090.0,203385,102142,101243,20840,21392,20797,19562,17760,17040,16680,15357,13155,11267,9170,6919,4916,8530
14071,San Cristóbal de la Barranca,,,,3164,1587,1577,246,251,283,291,252,217,191,185,186,187,175,158,146,396
14072,San Diego de Alejandría,,,,7779,4024,3755,720,747,758,705,633,613,590,507,414,372,349,324,291,756
14073,San Juan de los Lagos,6235.28,40212.0,4468.0,74929,37700,37229,7136,7048,6998,6871,6619,6467,5927,5092,4453,4106,3594,3049,2505,5064
14074,San Julián,6418.3,7500.0,750.0,17171,9001,8170,1458,1357,1441,1524,1478,1404,1265,1122,1055,1033,930,799,686,1619
14075,San Marcos,,,,4086,2018,2068,329,363,387,365,306,272,266,259,242,233,217,192,167,488
14076,San Martín de Bolaños,,,,3259,1627,1632,279,274,299,305,274,236,204,186,180,172,150,136,127,437
14077,San Martín Hidalgo,,,,29799,15253,14546,2337,2382,2398,2335,2101,1987,1972,1907,1784,1738,1679,1568,1422,4189
14078,San Miguel el Alto,,,,35434,18141,17293,3018,3104,3263,3296,3068,2825,2467,2136,2037,2073,1905,1628,1378,3236
14079,Gómez Farías,,,,15486,7984,7502,1334,1330,1319,1363,1397,1350,1191,1032,907,839,765,681,581,1397
14080,San Sebastián del Oeste,,,,5991,2841,3150,402,453,503,499,409,344,329,345,379,409,374,311,282,952
14081,Santa María de los Ángeles,,,,3417,1794,1623,237,262,292,274,211,181,190,202,202,199,181,156,152,678
14082,Sayula,,,,39693,20560,19133,3588,3523,3439,3375,3222,3144,2978,2730,2524,2370,2110,1804,1431,3455
14083,Tala,6920.66,43008.0,,86930,43753,43177,7823,8446,8234,7496,6881,7059,7014,6387,5656,4997,4223,3576,2890,6248
14084,Talpa de Allende,,,,16172,8027,8145,1253,1398,1537,1466,1233,1117,1057,970,915,922,876,770,672,1986
14085,Tamazula de Gordiano,,,,41484,21189,20295,3087,3123,3269,3397,3218,2992,2754,2611,2584,2594,2426,2226,2002,5201
14086,Tapalpa,,,,20831,10622,10209,2253,2096,2062,2009,1860,1732,1561,1342,1160,1064,925,742,585,1440
14087,Tecalitlán,,,,17839,9111,8728,1471,1494,1546,1568,1444,1294,1159,1060,1005,1019,960,838,766,2215
14088,Tecolotlán,,,,18675,9331,9344,1570,1576,1568,1510,1379,1332,1287,1217,1150,1095,964,842,778,2407
14089,Techaluta de Montenegro,,,,4047,2053,1994,344,336,318,326,327,318,290,250,217,210,204,190,172,545
14090,Tenamaxtlán,,,,7545,3762,3783,572,601,640,616,534,479,451,460,481,474,405,349,338,1145
14091,Teocaltiche,7610.1,19894.0,,44595,23319,21276,4021,4173,4114,3824,3393,3212,3095,2917,2693,2491,2194,1957,1799,4712
14092,Teocuitatlán de Corona,,,,11256,5720,5536,846,846,871,838,765,736,721,703,682,678,648,601,556,1765
14093,Tepatitlán de Morelos,7466.01,92745.0,2862.0,152249,77432,74817,13266,13777,14069,13943,13407,12871,11544,10268,9545,8963,7498,6090,5207,11801
14094,Tequila,,,,45080,22669,22411,4286,4540,4637,4325,3749,3427,3236,2995,2691,2439,2128,1804,1474,3349
14095,Teuchitlán,,,,10459,5324,5135,800,862,895,867,760,717,731,705,662,624,551,504,484,1297
14096,Tizapán el Alto,5978.95,12138.0,,22738,11642,11096,2074,2059,2045,1939,1690,1564,1558,1488,1360,1304,1209,1043,877,2528
14097,Tlajomulco de Zúñiga,7546.5,284161.0,10375.0,659547,332394,327153,73563,73634,65185,54842,51675,60625,66357,58456,44932,33472,24129,17812,13018,21847
14098,San Pedro Tlaquepaque,7200.26,298988.0,23510.0,715140,359147,355993,62774,66209,65675,64251,61764,61548,59940,55192,48608,42705,35798,28890,21834,39952
14099,Tolimán,,,,11037,5558,5479,1005,950,988,991,891,808,724,627,580,599,582,517,451,1324
14100,Tomatlán,5588.21,39832.0,,38193,18617,19576,3485,3554,3667,3468,2945,2712,2575,2352,2231,2258,2101,1807,1517,3521
14101,Tonalá,7749.23,236224.0,17387.0,583708,291655,292053,55382,55941,55843,54462,52330,51670,48616,44099,40236,36234,28542,21039,14968,24346
