"imun","mun","idmes","mes","casos_diarios","muertos_diarios","hospitalizados_diarios"
"7021","Copainalá","11","2020-11",0,0,0
"7021","Copainalá","12","2020-12",0,0,0
"7022","Chalchihuitán","1","2021-01",1,0,0
"7022","Chalchihuitán","6","2020-06",0,0,0
"7022","Chalchihuitán","7","2020-07",0,0,0
"7022","Chalchihuitán","8","2020-08",1,0,0
"7022","Chalchihuitán","9","2020-09",0,0,0
"7022","Chalchihuitán","10","2020-10",0,0,0
"7022","Chalchihuitán","11","2020-11",1,0,0
"7022","Chalchihuitán","12","2020-12",2,0,0
"7023","Chamula","1","2021-01",0,0,0
"7023","Chamula","5","2020-05",1,1,0
"7023","Chamula","6","2020-06",0,0,0
"7023","Chamula","7","2020-07",0,0,0
"7023","Chamula","8","2020-08",0,0,0
"7023","Chamula","9","2020-09",1,0,0
"7023","Chamula","10","2020-10",1,0,0
"7023","Chamula","11","2020-11",1,0,0
"7023","Chamula","12","2020-12",2,0,0
"7024","Chanal","1","2021-01",0,0,0
"7024","Chanal","5","2020-05",0,0,0
"7024","Chanal","6","2020-06",0,0,0
"7024","Chanal","7","2020-07",0,0,0
"7024","Chanal","8","2020-08",1,0,0
"7024","Chanal","9","2020-09",0,0,0
"7024","Chanal","10","2020-10",3,0,0
"7024","Chanal","11","2020-11",2,0,0
"7024","Chanal","12","2020-12",0,0,0
"7025","Chapultenango","1","2021-01",0,0,0
"7025","Chapultenango","4","2020-04",0,0,0
"7025","Chapultenango","5","2020-05",0,0,0
"7025","Chapultenango","6","2020-06",1,1,1
"7025","Chapultenango","7","2020-07",0,0,0
"7025","Chapultenango","8","2020-08",0,0,0
"7025","Chapultenango","9","2020-09",0,0,0
"7025","Chapultenango","10","2020-10",0,0,0
"7025","Chapultenango","11","2020-11",0,0,0
"7025","Chapultenango","12","2020-12",0,0,0
"7026","Chenalhó","1","2021-01",1,0,0
"7026","Chenalhó","4","2020-04",1,0,1
"7026","Chenalhó","5","2020-05",1,0,1
"7026","Chenalhó","6","2020-06",0,0,0
"7026","Chenalhó","7","2020-07",0,0,0
"7026","Chenalhó","8","2020-08",0,0,0
"7026","Chenalhó","9","2020-09",0,0,0
"7026","Chenalhó","10","2020-10",0,0,0
"7026","Chenalhó","11","2020-11",1,0,0
"7026","Chenalhó","12","2020-12",0,0,0
"7027","Chiapa de Corzo","1","2021-01",31,2,7
"7027","Chiapa de Corzo","2","2020-02",0,0,0
"7027","Chiapa de Corzo","3","2020-03",1,0,1
"7027","Chiapa de Corzo","4","2020-04",7,0,2
"7027","Chiapa de Corzo","5","2020-05",62,5,14
"7027","Chiapa de Corzo","6","2020-06",63,28,32
"7027","Chiapa de Corzo","7","2020-07",16,3,7
"7027","Chiapa de Corzo","8","2020-08",8,0,2
"7027","Chiapa de Corzo","9","2020-09",4,0,0
"7027","Chiapa de Corzo","10","2020-10",1,0,0
"7027","Chiapa de Corzo","11","2020-11",7,0,0
"7027","Chiapa de Corzo","12","2020-12",15,0,3
"7028","Chiapilla","1","2021-01",0,0,0
"7028","Chiapilla","4","2020-04",0,0,0
"7028","Chiapilla","5","2020-05",3,1,1
"7028","Chiapilla","6","2020-06",3,0,1
"7028","Chiapilla","7","2020-07",1,1,1
"7028","Chiapilla","8","2020-08",1,0,0
"7028","Chiapilla","9","2020-09",0,0,0
"7028","Chiapilla","10","2020-10",0,0,0
"7028","Chiapilla","11","2020-11",0,0,0
"7028","Chiapilla","12","2020-12",0,0,0
"7029","Chicoasén","1","2021-01",0,0,0
"7029","Chicoasén","4","2020-04",1,0,0
"7029","Chicoasén","5","2020-05",0,0,0
"7029","Chicoasén","6","2020-06",1,0,0
"7029","Chicoasén","7","2020-07",0,0,0
"7029","Chicoasén","8","2020-08",0,0,0
"7029","Chicoasén","9","2020-09",0,0,0
"7029","Chicoasén","10","2020-10",0,0,0
"7029","Chicoasén","11","2020-11",0,0,0
"7029","Chicoasén","12","2020-12",1,0,0
"7030","Chicomuselo","1","2021-01",0,0,0
"7030","Chicomuselo","4","2020-04",1,0,1
"7030","Chicomuselo","5","2020-05",3,0,2
"7030","Chicomuselo","6","2020-06",0,1,0
"7030","Chicomuselo","7","2020-07",9,0,0
"7030","Chicomuselo","8","2020-08",3,0,0
"7030","Chicomuselo","9","2020-09",1,0,0
"7030","Chicomuselo","10","2020-10",0,0,0
"7030","Chicomuselo","11","2020-11",0,0,0
"7030","Chicomuselo","12","2020-12",0,0,0
"7031","Chilón","1","2021-01",0,0,0
"7031","Chilón","4","2020-04",0,0,0
"7031","Chilón","5","2020-05",1,0,1
"7031","Chilón","6","2020-06",2,0,2
"7031","Chilón","7","2020-07",0,0,0
"7031","Chilón","8","2020-08",0,0,0
"7031","Chilón","9","2020-09",0,0,0
"7031","Chilón","10","2020-10",0,0,0
"7031","Chilón","11","2020-11",1,0,0
"7031","Chilón","12","2020-12",2,0,0
"7032","Escuintla","1","2021-01",0,0,0
"7032","Escuintla","4","2020-04",1,0,1
"7032","Escuintla","5","2020-05",4,0,2
"7032","Escuintla","6","2020-06",2,0,1
"7032","Escuintla","7","2020-07",9,1,1
"7032","Escuintla","8","2020-08",0,0,0
"7032","Escuintla","9","2020-09",0,0,0
"7032","Escuintla","10","2020-10",0,0,0
"7032","Escuintla","11","2020-11",0,0,0
"7032","Escuintla","12","2020-12",0,0,0
"7033","Francisco León","1","2021-01",0,0,0
"7033","Francisco León","6","2020-06",0,0,0
"7033","Francisco León","7","2020-07",1,1,1
"7033","Francisco León","8","2020-08",0,0,0
"7033","Francisco León","9","2020-09",1,0,0
"7033","Francisco León","10","2020-10",0,0,0
"7033","Francisco León","11","2020-11",1,0,0
"7033","Francisco León","12","2020-12",0,0,0
"7034","Frontera Comalapa","1","2021-01",1,1,1
"7034","Frontera Comalapa","4","2020-04",1,0,0
"7034","Frontera Comalapa","5","2020-05",12,4,8
"7034","Frontera Comalapa","6","2020-06",16,6,11
"7034","Frontera Comalapa","7","2020-07",2,0,1
"7034","Frontera Comalapa","8","2020-08",2,0,0
"7034","Frontera Comalapa","9","2020-09",0,0,0
"7034","Frontera Comalapa","10","2020-10",3,0,2
"7034","Frontera Comalapa","11","2020-11",3,0,2
"7034","Frontera Comalapa","12","2020-12",4,0,3
"7035","Frontera Hidalgo","1","2021-01",2,2,1
"7035","Frontera Hidalgo","4","2020-04",0,0,0
"7035","Frontera Hidalgo","5","2020-05",1,0,1
"7035","Frontera Hidalgo","6","2020-06",4,0,0
"7035","Frontera Hidalgo","7","2020-07",7,2,1
"7035","Frontera Hidalgo","8","2020-08",5,0,0
"7035","Frontera Hidalgo","9","2020-09",2,0,0
"7035","Frontera Hidalgo","10","2020-10",1,0,1
"7035","Frontera Hidalgo","11","2020-11",1,0,0
"7035","Frontera Hidalgo","12","2020-12",1,0,1
"7036","La Grandeza","1","2021-01",0,0,0
"7036","La Grandeza","5","2020-05",1,1,1
"7036","La Grandeza","6","2020-06",0,0,0
"7036","La Grandeza","7","2020-07",0,0,0
"7036","La Grandeza","8","2020-08",0,0,0
"7036","La Grandeza","9","2020-09",0,0,0
"7036","La Grandeza","10","2020-10",0,0,0
"7036","La Grandeza","11","2020-11",0,0,0
"7036","La Grandeza","12","2020-12",0,0,0
"7037","Huehuetán","1","2020-01",0,0,0
"7037","Huehuetán","1","2021-01",0,0,0
"7037","Huehuetán","2","2020-02",0,0,0
"7037","Huehuetán","3","2020-03",0,0,0
"7037","Huehuetán","4","2020-04",0,0,0
"7037","Huehuetán","5","2020-05",15,2,6
"7037","Huehuetán","6","2020-06",20,8,11
"7037","Huehuetán","7","2020-07",4,2,1
"7037","Huehuetán","8","2020-08",1,1,1
"7037","Huehuetán","9","2020-09",2,0,1
"7037","Huehuetán","10","2020-10",0,1,0
"7037","Huehuetán","11","2020-11",1,0,0
"7037","Huehuetán","12","2020-12",0,0,0
"7038","Huixtán","1","2021-01",0,0,0
"7038","Huixtán","5","2020-05",1,0,1
"7038","Huixtán","6","2020-06",1,1,1
"7038","Huixtán","7","2020-07",0,0,0
"7038","Huixtán","8","2020-08",0,0,0
"7038","Huixtán","9","2020-09",2,0,0
"7038","Huixtán","10","2020-10",1,0,0
"7038","Huixtán","11","2020-11",1,0,0
"7038","Huixtán","12","2020-12",0,0,0
"7039","Huitiupán","1","2021-01",0,0,0
"7039","Huitiupán","8","2020-08",0,0,0
"7039","Huitiupán","9","2020-09",0,0,0
"7039","Huitiupán","10","2020-10",0,0,0
"7039","Huitiupán","11","2020-11",0,0,0
"7039","Huitiupán","12","2020-12",0,0,0
"7040","Huixtla","1","2021-01",5,0,1
"7040","Huixtla","4","2020-04",1,0,0
"7040","Huixtla","5","2020-05",44,2,9
"7040","Huixtla","6","2020-06",49,15,18
"7040","Huixtla","7","2020-07",53,3,4
"7040","Huixtla","8","2020-08",8,2,0
"7040","Huixtla","9","2020-09",4,0,2
"7040","Huixtla","10","2020-10",2,1,0
"7040","Huixtla","11","2020-11",0,0,0
"7040","Huixtla","12","2020-12",0,0,0
"7041","La Independencia","1","2021-01",0,0,0
"7041","La Independencia","4","2020-04",2,1,1
"7041","La Independencia","5","2020-05",2,0,2
"7041","La Independencia","6","2020-06",2,0,0
"7041","La Independencia","7","2020-07",1,0,0
"7041","La Independencia","8","2020-08",3,0,0
"7041","La Independencia","9","2020-09",0,0,0
"7041","La Independencia","10","2020-10",0,0,0
"7041","La Independencia","11","2020-11",0,0,0
"7041","La Independencia","12","2020-12",4,0,3
"7042","Ixhuatán","1","2021-01",0,0,0
"7042","Ixhuatán","4","2020-04",0,0,0
"7042","Ixhuatán","5","2020-05",2,0,0
"7042","Ixhuatán","6","2020-06",2,0,2
"7042","Ixhuatán","7","2020-07",0,0,0
"7042","Ixhuatán","8","2020-08",0,0,0
"7042","Ixhuatán","9","2020-09",0,0,0
"7042","Ixhuatán","10","2020-10",0,0,0
"7042","Ixhuatán","11","2020-11",0,0,0
"7042","Ixhuatán","12","2020-12",0,0,0
"7043","Ixtacomitán","1","2021-01",2,0,0
"7043","Ixtacomitán","5","2020-05",6,1,1
"7043","Ixtacomitán","6","2020-06",1,0,0
"7043","Ixtacomitán","7","2020-07",8,0,0
"7043","Ixtacomitán","8","2020-08",2,0,0
"7043","Ixtacomitán","9","2020-09",0,0,0
"7043","Ixtacomitán","10","2020-10",0,0,0
"7043","Ixtacomitán","11","2020-11",0,0,0
"7043","Ixtacomitán","12","2020-12",0,0,0
"7044","Ixtapa","1","2021-01",0,0,0
"7044","Ixtapa","5","2020-05",2,0,0
"7044","Ixtapa","6","2020-06",2,2,2
"7044","Ixtapa","7","2020-07",2,0,2
"7044","Ixtapa","8","2020-08",0,0,0
"7044","Ixtapa","9","2020-09",0,0,0
"7044","Ixtapa","10","2020-10",1,0,1
"7044","Ixtapa","11","2020-11",1,0,0
"7044","Ixtapa","12","2020-12",0,0,0
"7045","Ixtapangajoya","1","2021-01",0,0,0
"7045","Ixtapangajoya","4","2020-04",0,0,0
"7045","Ixtapangajoya","5","2020-05",2,0,0
"7045","Ixtapangajoya","6","2020-06",5,4,5
"7045","Ixtapangajoya","7","2020-07",0,0,0
"7045","Ixtapangajoya","8","2020-08",0,0,0
"7045","Ixtapangajoya","9","2020-09",1,0,0
"7045","Ixtapangajoya","10","2020-10",0,0,0
"7045","Ixtapangajoya","11","2020-11",0,0,0
"7045","Ixtapangajoya","12","2020-12",1,1,1
"7046","Jiquipilas","1","2021-01",4,2,2
"7046","Jiquipilas","5","2020-05",1,0,1
"7046","Jiquipilas","6","2020-06",5,2,3
"7046","Jiquipilas","7","2020-07",2,2,2
"7046","Jiquipilas","8","2020-08",0,0,0
"7046","Jiquipilas","9","2020-09",2,0,0
"7046","Jiquipilas","10","2020-10",0,0,0
"7046","Jiquipilas","11","2020-11",0,0,0
"7046","Jiquipilas","12","2020-12",0,0,0
"7047","Jitotol","1","2021-01",1,0,1
"7047","Jitotol","4","2020-04",1,0,0
"7047","Jitotol","5","2020-05",1,0,1
"7047","Jitotol","6","2020-06",3,1,1
"7047","Jitotol","7","2020-07",3,0,0
"7047","Jitotol","8","2020-08",0,0,0
"7047","Jitotol","9","2020-09",1,1,1
"7047","Jitotol","10","2020-10",0,0,0
"7047","Jitotol","11","2020-11",0,0,0
"7047","Jitotol","12","2020-12",0,0,0
"7048","Juárez","1","2021-01",0,0,0
"7048","Juárez","4","2020-04",1,1,1
"7048","Juárez","5","2020-05",9,2,4
"7048","Juárez","6","2020-06",11,3,6
"7048","Juárez","7","2020-07",6,0,3
"7048","Juárez","8","2020-08",0,0,0
"7048","Juárez","9","2020-09",5,1,1
"7048","Juárez","10","2020-10",2,0,0
"7048","Juárez","11","2020-11",2,0,0
"7048","Juárez","12","2020-12",1,0,0
"7049","Larráinzar","1","2021-01",1,0,0
"7049","Larráinzar","6","2020-06",0,0,0
"7049","Larráinzar","7","2020-07",0,0,0
"7049","Larráinzar","8","2020-08",2,0,0
"7049","Larráinzar","9","2020-09",0,0,0
"7049","Larráinzar","10","2020-10",2,0,0
"7049","Larráinzar","11","2020-11",0,0,0
"7049","Larráinzar","12","2020-12",1,0,0
"7050","La Libertad","1","2021-01",2,0,1
"7050","La Libertad","4","2020-04",0,0,0
"7050","La Libertad","5","2020-05",0,0,0
"7050","La Libertad","6","2020-06",2,0,0
"7050","La Libertad","7","2020-07",10,1,1
"7050","La Libertad","8","2020-08",1,0,0
"7050","La Libertad","9","2020-09",0,0,0
"7050","La Libertad","10","2020-10",0,0,0
"7050","La Libertad","11","2020-11",0,0,0
"7050","La Libertad","12","2020-12",0,0,0
"7051","Mapastepec","1","2021-01",2,0,1
"7051","Mapastepec","3","2020-03",0,0,0
"7051","Mapastepec","4","2020-04",0,0,0
"7051","Mapastepec","5","2020-05",5,0,2
"7051","Mapastepec","6","2020-06",21,5,12
"7051","Mapastepec","7","2020-07",27,1,1
"7051","Mapastepec","8","2020-08",14,2,1
"7051","Mapastepec","9","2020-09",3,0,1
"7051","Mapastepec","10","2020-10",0,0,0
"7051","Mapastepec","11","2020-11",0,0,0
"7051","Mapastepec","12","2020-12",0,0,0
"7052","Las Margaritas","1","2021-01",1,0,1
"7052","Las Margaritas","5","2020-05",5,1,4
"7052","Las Margaritas","6","2020-06",12,2,9
"7052","Las Margaritas","7","2020-07",37,1,1
"7052","Las Margaritas","8","2020-08",13,2,1
"7052","Las Margaritas","9","2020-09",15,0,6
"7052","Las Margaritas","10","2020-10",1,0,0
"7052","Las Margaritas","11","2020-11",0,0,0
"7052","Las Margaritas","12","2020-12",3,0,0
"7053","Mazapa de Madero","1","2021-01",0,0,0
"7053","Mazapa de Madero","5","2020-05",0,0,0
"7053","Mazapa de Madero","6","2020-06",4,0,3
"7053","Mazapa de Madero","7","2020-07",4,1,3
"7053","Mazapa de Madero","8","2020-08",2,0,0
"7053","Mazapa de Madero","9","2020-09",0,0,0
"7053","Mazapa de Madero","10","2020-10",0,0,0
"7053","Mazapa de Madero","11","2020-11",0,0,0
"7053","Mazapa de Madero","12","2020-12",0,0,0
"7054","Mazatán","1","2021-01",0,0,0
"7054","Mazatán","4","2020-04",0,0,0
"7054","Mazatán","5","2020-05",1,0,1
"7054","Mazatán","6","2020-06",10,1,5
"7054","Mazatán","7","2020-07",6,3,3
"7054","Mazatán","8","2020-08",5,0,2
"7054","Mazatán","9","2020-09",1,0,1
"7054","Mazatán","10","2020-10",2,0,0
"7054","Mazatán","11","2020-11",0,0,0
"7054","Mazatán","12","2020-12",0,0,0
"7055","Metapa","1","2021-01",1,1,1
"7055","Metapa","5","2020-05",2,1,1
"7055","Metapa","6","2020-06",2,0,1
"7055","Metapa","7","2020-07",2,0,1
"7055","Metapa","8","2020-08",0,0,0
"7055","Metapa","9","2020-09",1,0,0
"7055","Metapa","10","2020-10",0,0,0
"7055","Metapa","11","2020-11",0,0,0
"7055","Metapa","12","2020-12",1,0,0
"7056","Mitontic","1","2021-01",0,0,0
"7056","Mitontic","6","2020-06",0,0,0
"7056","Mitontic","7","2020-07",0,0,0
"7056","Mitontic","8","2020-08",1,0,0
"7056","Mitontic","9","2020-09",1,0,0
"7056","Mitontic","10","2020-10",0,0,0
"7056","Mitontic","11","2020-11",1,0,0
"7056","Mitontic","12","2020-12",1,0,0
"7057","Motozintla","1","2021-01",1,0,0
"7057","Motozintla","4","2020-04",2,1,2
"7057","Motozintla","5","2020-05",13,1,5
"7057","Motozintla","6","2020-06",31,10,23
"7057","Motozintla","7","2020-07",7,7,2
"7057","Motozintla","8","2020-08",3,0,0
"7057","Motozintla","9","2020-09",2,0,0
"7057","Motozintla","10","2020-10",1,0,0
"7057","Motozintla","11","2020-11",1,0,0
"7057","Motozintla","12","2020-12",1,0,0
"7058","Nicolás Ruíz","1","2021-01",0,0,0
"7058","Nicolás Ruíz","5","2020-05",3,1,2
"7058","Nicolás Ruíz","6","2020-06",1,0,0
"7058","Nicolás Ruíz","7","2020-07",1,0,0
"7058","Nicolás Ruíz","8","2020-08",0,0,0
"7058","Nicolás Ruíz","9","2020-09",0,0,0
"7058","Nicolás Ruíz","10","2020-10",0,0,0
"7058","Nicolás Ruíz","11","2020-11",0,0,0
"7058","Nicolás Ruíz","12","2020-12",0,0,0
"7059","Ocosingo","1","2021-01",6,1,1
"7059","Ocosingo","3","2020-03",0,0,0
"7059","Ocosingo","4","2020-04",8,1,2
"7059","Ocosingo","5","2020-05",33,9,18
"7059","Ocosingo","6","2020-06",23,8,15
"7059","Ocosingo","7","2020-07",17,3,5
"7059","Ocosingo","8","2020-08",8,0,3
"7059","Ocosingo","9","2020-09",6,1,3
"7059","Ocosingo","10","2020-10",2,0,0
"7059","Ocosingo","11","2020-11",4,1,2
"7059","Ocosingo","12","2020-12",10,0,0
"7060","Ocotepec","1","2021-01",1,0,0
"7060","Ocotepec","6","2020-06",1,0,0
"7060","Ocotepec","7","2020-07",1,0,0
"7060","Ocotepec","8","2020-08",0,0,0
"7060","Ocotepec","9","2020-09",0,0,0
"7060","Ocotepec","10","2020-10",0,0,0
"7060","Ocotepec","11","2020-11",0,0,0
"7060","Ocotepec","12","2020-12",0,0,0
"7061","Ocozocoautla de Espinosa","1","2020-01",0,0,0
"7061","Ocozocoautla de Espinosa","1","2021-01",15,1,1
"7061","Ocozocoautla de Espinosa","2","2020-02",0,0,0
"7061","Ocozocoautla de Espinosa","3","2020-03",0,0,0
"7061","Ocozocoautla de Espinosa","4","2020-04",2,0,2
"7061","Ocozocoautla de Espinosa","5","2020-05",11,2,7
"7061","Ocozocoautla de Espinosa","6","2020-06",70,11,36
"7061","Ocozocoautla de Espinosa","7","2020-07",40,11,18
"7061","Ocozocoautla de Espinosa","8","2020-08",6,6,4
"7061","Ocozocoautla de Espinosa","9","2020-09",8,0,0
"7061","Ocozocoautla de Espinosa","10","2020-10",3,0,0
"7061","Ocozocoautla de Espinosa","11","2020-11",4,0,1
"7061","Ocozocoautla de Espinosa","12","2020-12",6,2,2
"7062","Ostuacán","1","2021-01",0,0,0
"7062","Ostuacán","4","2020-04",0,0,0
"7062","Ostuacán","5","2020-05",3,0,0
"7062","Ostuacán","6","2020-06",5,0,2
"7062","Ostuacán","7","2020-07",1,1,0
"7062","Ostuacán","8","2020-08",3,0,0
"7062","Ostuacán","9","2020-09",1,0,1
"7062","Ostuacán","10","2020-10",0,0,0
"7062","Ostuacán","11","2020-11",1,1,1
"7062","Ostuacán","12","2020-12",0,0,0
"7063","Osumacinta","1","2021-01",1,1,1
"7063","Osumacinta","5","2020-05",0,0,0
"7063","Osumacinta","6","2020-06",1,1,1
"7063","Osumacinta","7","2020-07",0,0,0
"7063","Osumacinta","8","2020-08",0,0,0
"7063","Osumacinta","9","2020-09",0,0,0
"7063","Osumacinta","10","2020-10",1,0,1
"7063","Osumacinta","11","2020-11",0,0,0
"7063","Osumacinta","12","2020-12",0,0,0
"7064","Oxchuc","1","2021-01",0,0,0
"7064","Oxchuc","5","2020-05",1,0,0
"7064","Oxchuc","6","2020-06",0,0,0
"7064","Oxchuc","7","2020-07",0,0,0
"7064","Oxchuc","8","2020-08",1,0,0
"7064","Oxchuc","9","2020-09",0,0,0
"7064","Oxchuc","10","2020-10",0,0,0
"7064","Oxchuc","11","2020-11",1,0,0
"7064","Oxchuc","12","2020-12",1,0,0
"7065","Palenque","1","2021-01",4,0,1
"7065","Palenque","3","2020-03",1,0,1
"7065","Palenque","4","2020-04",11,0,1
"7065","Palenque","5","2020-05",38,6,9
"7065","Palenque","6","2020-06",44,3,5
"7065","Palenque","7","2020-07",23,6,8
"7065","Palenque","8","2020-08",14,0,0
"7065","Palenque","9","2020-09",14,0,2
"7065","Palenque","10","2020-10",6,1,3
"7065","Palenque","11","2020-11",8,1,0
"7065","Palenque","12","2020-12",14,0,2
"7066","Pantelhó","1","2021-01",0,0,0
"7066","Pantelhó","6","2020-06",0,0,0
"7066","Pantelhó","7","2020-07",0,0,0
"7066","Pantelhó","8","2020-08",2,0,1
"7066","Pantelhó","9","2020-09",0,0,0
"7066","Pantelhó","10","2020-10",0,0,0
"7066","Pantelhó","11","2020-11",0,0,0
"7066","Pantelhó","12","2020-12",1,0,0
"7067","Pantepec","1","2021-01",0,0,0
"7067","Pantepec","6","2020-06",0,0,0
"7067","Pantepec","7","2020-07",0,0,0
"7067","Pantepec","8","2020-08",1,0,1
"7067","Pantepec","9","2020-09",0,0,0
"7067","Pantepec","10","2020-10",0,0,0
"7067","Pantepec","11","2020-11",0,0,0
"7067","Pantepec","12","2020-12",0,0,0
"7068","Pichucalco","1","2020-01",0,0,0
"7068","Pichucalco","1","2021-01",1,0,0
"7068","Pichucalco","2","2020-02",0,0,0
"7068","Pichucalco","3","2020-03",0,0,0
"7068","Pichucalco","4","2020-04",2,0,0
"7068","Pichucalco","5","2020-05",27,0,3
"7068","Pichucalco","6","2020-06",36,0,9
"7068","Pichucalco","7","2020-07",20,3,7
"7068","Pichucalco","8","2020-08",18,0,1
"7068","Pichucalco","9","2020-09",15,3,2
"7068","Pichucalco","10","2020-10",1,0,0
"7068","Pichucalco","11","2020-11",1,0,0
"7068","Pichucalco","12","2020-12",4,0,0
"7069","Pijijiapan","1","2021-01",5,1,3
"7069","Pijijiapan","4","2020-04",0,0,0
"7069","Pijijiapan","5","2020-05",10,0,4
"7069","Pijijiapan","6","2020-06",13,1,12
"7069","Pijijiapan","7","2020-07",5,3,2
"7069","Pijijiapan","8","2020-08",0,0,0
"7069","Pijijiapan","9","2020-09",2,0,1
"7069","Pijijiapan","10","2020-10",0,0,0
"7069","Pijijiapan","11","2020-11",0,0,0
"7069","Pijijiapan","12","2020-12",0,0,0
"7070","El Porvenir","1","2021-01",0,0,0
"7070","El Porvenir","5","2020-05",1,0,0
"7070","El Porvenir","6","2020-06",0,0,0
"7070","El Porvenir","7","2020-07",1,1,1
"7070","El Porvenir","8","2020-08",0,0,0
"7070","El Porvenir","9","2020-09",0,0,0
"7070","El Porvenir","10","2020-10",0,0,0
"7070","El Porvenir","11","2020-11",0,0,0
"7070","El Porvenir","12","2020-12",0,0,0
"7071","Villa Comaltitlán","1","2021-01",0,0,0
"7071","Villa Comaltitlán","4","2020-04",0,0,0
"7071","Villa Comaltitlán","5","2020-05",1,0,1
"7071","Villa Comaltitlán","6","2020-06",5,0,3
"7071","Villa Comaltitlán","7","2020-07",2,1,1
"7071","Villa Comaltitlán","8","2020-08",0,0,0
"7071","Villa Comaltitlán","9","2020-09",0,0,0
"7071","Villa Comaltitlán","10","2020-10",0,0,0
"7071","Villa Comaltitlán","11","2020-11",0,0,0
"7071","Villa Comaltitlán","12","2020-12",2,0,1
"7072","Pueblo Nuevo Solistahuacán","1","2021-01",0,0,0
"7072","Pueblo Nuevo Solistahuacán","5","2020-05",1,0,0
"7072","Pueblo Nuevo Solistahuacán","6","2020-06",1,0,0
"7072","Pueblo Nuevo Solistahuacán","7","2020-07",3,0,2
"7072","Pueblo Nuevo Solistahuacán","8","2020-08",0,0,0
"7072","Pueblo Nuevo Solistahuacán","9","2020-09",0,0,0
"7072","Pueblo Nuevo Solistahuacán","10","2020-10",0,0,0
"7072","Pueblo Nuevo Solistahuacán","11","2020-11",0,0,0
"7072","Pueblo Nuevo Solistahuacán","12","2020-12",0,0,0
"7073","Rayón","1","2021-01",0,0,0
"7073","Rayón","5","2020-05",1,0,1
"7073","Rayón","6","2020-06",0,0,0
"7073","Rayón","7","2020-07",0,0,0
"7073","Rayón","8","2020-08",0,0,0
"7073","Rayón","9","2020-09",0,0,0
"7073","Rayón","10","2020-10",0,0,0
"7073","Rayón","11","2020-11",0,0,0
"7073","Rayón","12","2020-12",0,0,0
"7074","Reforma","1","2021-01",31,1,6
"7074","Reforma","3","2020-03",0,0,0
"7074","Reforma","4","2020-04",7,0,5
"7074","Reforma","5","2020-05",47,8,32
"7074","Reforma","6","2020-06",23,5,16
"7074","Reforma","7","2020-07",37,8,21
"7074","Reforma","8","2020-08",18,3,4
"7074","Reforma","9","2020-09",13,2,7
"7074","Reforma","10","2020-10",6,1,3
"7074","Reforma","11","2020-11",7,1,0
"7074","Reforma","12","2020-12",12,0,2
"7075","Las Rosas","1","2021-01",0,0,0
"7075","Las Rosas","5","2020-05",1,0,0
"7075","Las Rosas","6","2020-06",2,0,2
"7075","Las Rosas","7","2020-07",2,1,0
"7075","Las Rosas","8","2020-08",2,0,0
"7075","Las Rosas","9","2020-09",0,0,0
"7075","Las Rosas","10","2020-10",2,0,0
"7075","Las Rosas","11","2020-11",1,0,0
"7075","Las Rosas","12","2020-12",2,0,0
"7076","Sabanilla","1","2021-01",1,0,0
"7076","Sabanilla","3","2020-03",0,0,0
"7076","Sabanilla","4","2020-04",0,0,0
"7076","Sabanilla","5","2020-05",3,0,2
"7076","Sabanilla","6","2020-06",4,1,2
"7076","Sabanilla","7","2020-07",1,0,0
"7076","Sabanilla","8","2020-08",1,0,0
"7076","Sabanilla","9","2020-09",0,0,0
"7076","Sabanilla","10","2020-10",0,0,0
"7076","Sabanilla","11","2020-11",0,0,0
"7076","Sabanilla","12","2020-12",0,0,0
"7077","Salto de Agua","1","2021-01",0,0,0
"7077","Salto de Agua","2","2020-02",0,0,0
"7077","Salto de Agua","3","2020-03",0,0,0
"7077","Salto de Agua","4","2020-04",1,0,1
"7077","Salto de Agua","5","2020-05",3,0,2
"7077","Salto de Agua","6","2020-06",6,1,1
"7077","Salto de Agua","7","2020-07",3,1,1
"7077","Salto de Agua","8","2020-08",2,1,0
"7077","Salto de Agua","9","2020-09",1,0,0
"7077","Salto de Agua","10","2020-10",0,0,0
"7077","Salto de Agua","11","2020-11",1,0,0
"7077","Salto de Agua","12","2020-12",0,0,0
"7078","San Cristóbal de las Casas","1","2021-01",30,3,13
"7078","San Cristóbal de las Casas","3","2020-03",3,0,0
"7078","San Cristóbal de las Casas","4","2020-04",14,0,6
"7078","San Cristóbal de las Casas","5","2020-05",145,14,80
"7078","San Cristóbal de las Casas","6","2020-06",116,22,56
"7078","San Cristóbal de las Casas","7","2020-07",73,6,34
"7078","San Cristóbal de las Casas","8","2020-08",23,5,12
"7078","San Cristóbal de las Casas","9","2020-09",12,2,3
"7078","San Cristóbal de las Casas","10","2020-10",12,0,4
"7078","San Cristóbal de las Casas","11","2020-11",15,0,2
"7078","San Cristóbal de las Casas","12","2020-12",22,2,7
"7079","San Fernando","1","2021-01",2,0,0
"7079","San Fernando","4","2020-04",0,0,0
"7079","San Fernando","5","2020-05",8,1,3
"7079","San Fernando","6","2020-06",9,2,5
"7079","San Fernando","7","2020-07",6,1,4
"7079","San Fernando","8","2020-08",3,0,3
"7079","San Fernando","9","2020-09",1,0,1
"7079","San Fernando","10","2020-10",0,0,0
"7079","San Fernando","11","2020-11",1,0,1
"7079","San Fernando","12","2020-12",2,0,0
"7080","Siltepec","1","2021-01",0,0,0
