"imun","mun","idmes","mes","asegurados"
"15001","Acambay de Ruíz Castañeda","202004","2020-04",477
"15001","Acambay de Ruíz Castañeda","202005","2020-05",507
"15001","Acambay de Ruíz Castañeda","202006","2020-06",502
"15001","Acambay de Ruíz Castañeda","202007","2020-07",480
"15001","Acambay de Ruíz Castañeda","202008","2020-08",500
"15001","Acambay de Ruíz Castañeda","202009","2020-09",520
"15001","Acambay de Ruíz Castañeda","202010","2020-10",532
"15002","Acolman","201901","2019-01",5513
"15002","Acolman","201902","2019-02",5456
"15002","Acolman","201903","2019-03",5310
"15002","Acolman","201904","2019-04",5313
"15002","Acolman","201905","2019-05",5458
"15002","Acolman","201906","2019-06",5384
"15002","Acolman","201907","2019-07",5424
"15002","Acolman","201908","2019-08",5481
"15002","Acolman","201909","2019-09",5658
"15002","Acolman","201910","2019-10",5635
"15002","Acolman","201911","2019-11",5635
"15002","Acolman","201912","2019-12",5370
"15002","Acolman","202001","2020-01",5401
"15002","Acolman","202002","2020-02",5602
"15002","Acolman","202003","2020-03",5529
"15002","Acolman","202004","2020-04",5412
"15002","Acolman","202005","2020-05",5336
"15002","Acolman","202006","2020-06",4961
"15002","Acolman","202007","2020-07",5113
"15002","Acolman","202008","2020-08",5122
"15002","Acolman","202009","2020-09",4966
"15002","Acolman","202010","2020-10",4966
"15003","Aculco","201901","2019-01",1019
"15003","Aculco","201902","2019-02",1042
"15003","Aculco","201903","2019-03",1014
"15003","Aculco","201904","2019-04",988
"15003","Aculco","201905","2019-05",980
"15003","Aculco","201906","2019-06",980
"15003","Aculco","201907","2019-07",976
"15003","Aculco","201908","2019-08",1009
"15003","Aculco","201909","2019-09",889
"15003","Aculco","201910","2019-10",870
"15003","Aculco","201911","2019-11",859
"15003","Aculco","201912","2019-12",862
"15003","Aculco","202001","2020-01",892
"15003","Aculco","202002","2020-02",926
"15003","Aculco","202003","2020-03",905
"15003","Aculco","202004","2020-04",870
"15003","Aculco","202005","2020-05",832
"15003","Aculco","202006","2020-06",853
"15003","Aculco","202007","2020-07",867
"15003","Aculco","202008","2020-08",870
"15003","Aculco","202009","2020-09",909
"15003","Aculco","202010","2020-10",944
"15004","Almoloya de Alquisiras","201901","2019-01",7
"15004","Almoloya de Alquisiras","201902","2019-02",3
"15004","Almoloya de Alquisiras","201903","2019-03",2
"15004","Almoloya de Alquisiras","201904","2019-04",2
"15004","Almoloya de Alquisiras","201905","2019-05",3
"15004","Almoloya de Alquisiras","201906","2019-06",3
"15004","Almoloya de Alquisiras","201907","2019-07",6
"15004","Almoloya de Alquisiras","201908","2019-08",6
"15004","Almoloya de Alquisiras","201909","2019-09",7
"15004","Almoloya de Alquisiras","201910","2019-10",17
"15004","Almoloya de Alquisiras","201911","2019-11",13
"15004","Almoloya de Alquisiras","201912","2019-12",13
"15004","Almoloya de Alquisiras","202001","2020-01",13
"15004","Almoloya de Alquisiras","202002","2020-02",6
"15004","Almoloya de Alquisiras","202003","2020-03",6
"15004","Almoloya de Alquisiras","202004","2020-04",6
"15004","Almoloya de Alquisiras","202005","2020-05",6
"15004","Almoloya de Alquisiras","202006","2020-06",6
"15004","Almoloya de Alquisiras","202007","2020-07",6
"15004","Almoloya de Alquisiras","202008","2020-08",7
"15004","Almoloya de Alquisiras","202009","2020-09",11
"15004","Almoloya de Alquisiras","202010","2020-10",10
"15005","Almoloya de Juárez","201901","2019-01",1994
"15005","Almoloya de Juárez","201902","2019-02",2013
"15005","Almoloya de Juárez","201903","2019-03",2024
"15005","Almoloya de Juárez","201904","2019-04",2046
"15005","Almoloya de Juárez","201905","2019-05",2041
"15005","Almoloya de Juárez","201906","2019-06",1997
"15005","Almoloya de Juárez","201907","2019-07",2068
"15005","Almoloya de Juárez","201908","2019-08",2038
"15005","Almoloya de Juárez","201909","2019-09",2034
"15005","Almoloya de Juárez","201910","2019-10",2086
"15005","Almoloya de Juárez","201911","2019-11",2163
"15005","Almoloya de Juárez","201912","2019-12",2136
"15005","Almoloya de Juárez","202001","2020-01",2160
"15005","Almoloya de Juárez","202002","2020-02",2120
"15005","Almoloya de Juárez","202003","2020-03",2174
"15005","Almoloya de Juárez","202004","2020-04",2151
"15005","Almoloya de Juárez","202005","2020-05",2120
"15005","Almoloya de Juárez","202006","2020-06",2139
"15005","Almoloya de Juárez","202007","2020-07",2165
"15005","Almoloya de Juárez","202008","2020-08",2166
"15005","Almoloya de Juárez","202009","2020-09",2194
"15005","Almoloya de Juárez","202010","2020-10",2195
"15006","Almoloya del Río","201901","2019-01",30
"15006","Almoloya del Río","201902","2019-02",31
"15006","Almoloya del Río","201903","2019-03",32
"15006","Almoloya del Río","201904","2019-04",35
"15006","Almoloya del Río","201905","2019-05",63
"15006","Almoloya del Río","201906","2019-06",83
"15006","Almoloya del Río","201907","2019-07",142
"15006","Almoloya del Río","201908","2019-08",179
"15006","Almoloya del Río","201909","2019-09",218
"15006","Almoloya del Río","201910","2019-10",263
"15006","Almoloya del Río","201911","2019-11",291
"15006","Almoloya del Río","201912","2019-12",334
"15006","Almoloya del Río","202001","2020-01",421
"15006","Almoloya del Río","202002","2020-02",396
"15006","Almoloya del Río","202003","2020-03",479
"15006","Almoloya del Río","202004","2020-04",517
"15006","Almoloya del Río","202005","2020-05",514
"15006","Almoloya del Río","202006","2020-06",527
"15006","Almoloya del Río","202007","2020-07",541
"15006","Almoloya del Río","202008","2020-08",548
"15006","Almoloya del Río","202009","2020-09",606
"15006","Almoloya del Río","202010","2020-10",621
"15007","Amanalco","201901","2019-01",86
"15007","Amanalco","201902","2019-02",82
"15007","Amanalco","201903","2019-03",102
"15007","Amanalco","201904","2019-04",87
"15007","Amanalco","201905","2019-05",96
"15007","Amanalco","201906","2019-06",97
"15007","Amanalco","201907","2019-07",95
"15007","Amanalco","201908","2019-08",96
"15007","Amanalco","201909","2019-09",97
"15007","Amanalco","201910","2019-10",99
"15007","Amanalco","201911","2019-11",98
"15007","Amanalco","201912","2019-12",93
"15007","Amanalco","202001","2020-01",96
"15007","Amanalco","202002","2020-02",94
"15007","Amanalco","202003","2020-03",96
"15007","Amanalco","202004","2020-04",100
"15007","Amanalco","202005","2020-05",108
"15007","Amanalco","202006","2020-06",102
"15007","Amanalco","202007","2020-07",102
"15007","Amanalco","202008","2020-08",102
"15007","Amanalco","202009","2020-09",107
"15007","Amanalco","202010","2020-10",106
"15008","Amatepec","201901","2019-01",16
"15008","Amatepec","201902","2019-02",17
"15008","Amatepec","201903","2019-03",17
"15008","Amatepec","201904","2019-04",17
"15008","Amatepec","201905","2019-05",18
"15008","Amatepec","201906","2019-06",17
"15008","Amatepec","201907","2019-07",22
"15008","Amatepec","201908","2019-08",19
"15008","Amatepec","201909","2019-09",17
"15008","Amatepec","201910","2019-10",17
"15008","Amatepec","201911","2019-11",17
"15008","Amatepec","201912","2019-12",14
"15008","Amatepec","202001","2020-01",12
"15008","Amatepec","202002","2020-02",13
"15008","Amatepec","202003","2020-03",17
"15008","Amatepec","202004","2020-04",17
"15008","Amatepec","202005","2020-05",17
"15008","Amatepec","202006","2020-06",18
"15008","Amatepec","202007","2020-07",17
"15008","Amatepec","202008","2020-08",19
"15008","Amatepec","202009","2020-09",21
"15008","Amatepec","202010","2020-10",21
"15009","Amecameca","201901","2019-01",1521
"15009","Amecameca","201902","2019-02",1553
"15009","Amecameca","201903","2019-03",1568
"15009","Amecameca","201904","2019-04",1580
"15009","Amecameca","201905","2019-05",1567
"15009","Amecameca","201906","2019-06",1934
"15009","Amecameca","201907","2019-07",1946
"15009","Amecameca","201908","2019-08",1980
"15009","Amecameca","201909","2019-09",1991
"15009","Amecameca","201910","2019-10",2033
"15009","Amecameca","201911","2019-11",2044
"15009","Amecameca","201912","2019-12",2018
"15009","Amecameca","202001","2020-01",1951
"15009","Amecameca","202002","2020-02",2019
"15009","Amecameca","202003","2020-03",2036
"15009","Amecameca","202004","2020-04",1981
"15009","Amecameca","202005","2020-05",1980
"15009","Amecameca","202006","2020-06",1936
"15009","Amecameca","202007","2020-07",1961
"15009","Amecameca","202008","2020-08",2011
"15009","Amecameca","202009","2020-09",1983
"15009","Amecameca","202010","2020-10",2018
"15010","Apaxco","201901","2019-01",3304
"15010","Apaxco","201902","2019-02",3249
"15010","Apaxco","201903","2019-03",3365
"15010","Apaxco","201904","2019-04",3544
"15010","Apaxco","201905","2019-05",3656
"15010","Apaxco","201906","2019-06",3582
"15010","Apaxco","201907","2019-07",3705
"15010","Apaxco","201908","2019-08",3691
"15010","Apaxco","201909","2019-09",3936
"15010","Apaxco","201910","2019-10",3812
"15010","Apaxco","201911","2019-11",3957
"15010","Apaxco","201912","2019-12",3948
"15010","Apaxco","202001","2020-01",3850
"15010","Apaxco","202002","2020-02",3851
"15010","Apaxco","202003","2020-03",3874
"15010","Apaxco","202004","2020-04",3621
"15010","Apaxco","202005","2020-05",3736
"15010","Apaxco","202006","2020-06",3880
"15010","Apaxco","202007","2020-07",4009
"15010","Apaxco","202008","2020-08",3899
"15010","Apaxco","202009","2020-09",3896
"15010","Apaxco","202010","2020-10",3977
"15011","Atenco","201901","2019-01",1203
"15011","Atenco","201902","2019-02",1195
"15011","Atenco","201903","2019-03",1194
"15011","Atenco","201904","2019-04",1242
"15011","Atenco","201905","2019-05",1255
"15011","Atenco","201906","2019-06",1229
"15011","Atenco","201907","2019-07",1153
"15011","Atenco","201908","2019-08",1178
"15011","Atenco","201909","2019-09",1208
"15011","Atenco","201910","2019-10",1146
"15011","Atenco","201911","2019-11",1148
"15011","Atenco","201912","2019-12",1120
"15011","Atenco","202001","2020-01",1123
"15011","Atenco","202002","2020-02",1114
"15011","Atenco","202003","2020-03",1115
"15011","Atenco","202004","2020-04",1103
"15011","Atenco","202005","2020-05",1092
"15011","Atenco","202006","2020-06",1079
"15011","Atenco","202007","2020-07",1111
"15011","Atenco","202008","2020-08",1121
"15011","Atenco","202009","2020-09",1127
"15011","Atenco","202010","2020-10",1149
"15012","Atizapán","201901","2019-01",864
"15012","Atizapán","201902","2019-02",867
"15012","Atizapán","201903","2019-03",864
"15012","Atizapán","201904","2019-04",856
"15012","Atizapán","201905","2019-05",863
"15012","Atizapán","201906","2019-06",875
"15012","Atizapán","201907","2019-07",880
"15012","Atizapán","201908","2019-08",897
"15012","Atizapán","201909","2019-09",893
"15012","Atizapán","201910","2019-10",906
"15012","Atizapán","201911","2019-11",927
"15012","Atizapán","201912","2019-12",928
"15012","Atizapán","202001","2020-01",975
"15012","Atizapán","202002","2020-02",984
"15012","Atizapán","202003","2020-03",977
"15012","Atizapán","202004","2020-04",976
"15012","Atizapán","202005","2020-05",1574
"15012","Atizapán","202006","2020-06",1624
"15012","Atizapán","202007","2020-07",1714
"15012","Atizapán","202008","2020-08",1730
"15012","Atizapán","202009","2020-09",1687
"15012","Atizapán","202010","2020-10",1693
"15013","Atizapán de Zaragoza","201901","2019-01",49933
"15013","Atizapán de Zaragoza","201902","2019-02",50920
"15013","Atizapán de Zaragoza","201903","2019-03",51479
"15013","Atizapán de Zaragoza","201904","2019-04",50577
"15013","Atizapán de Zaragoza","201905","2019-05",51243
"15013","Atizapán de Zaragoza","201906","2019-06",51236
"15013","Atizapán de Zaragoza","201907","2019-07",51037
"15013","Atizapán de Zaragoza","201908","2019-08",50025
"15013","Atizapán de Zaragoza","201909","2019-09",51344
"15013","Atizapán de Zaragoza","201910","2019-10",51781
"15013","Atizapán de Zaragoza","201911","2019-11",52977
"15013","Atizapán de Zaragoza","201912","2019-12",50797
"15013","Atizapán de Zaragoza","202001","2020-01",53680
"15013","Atizapán de Zaragoza","202002","2020-02",52804
"15013","Atizapán de Zaragoza","202003","2020-03",54383
"15013","Atizapán de Zaragoza","202004","2020-04",49568
"15013","Atizapán de Zaragoza","202005","2020-05",48785
"15013","Atizapán de Zaragoza","202006","2020-06",49361
"15013","Atizapán de Zaragoza","202007","2020-07",49200
"15013","Atizapán de Zaragoza","202008","2020-08",48987
"15013","Atizapán de Zaragoza","202009","2020-09",49443
"15013","Atizapán de Zaragoza","202010","2020-10",49818
"15014","Atlacomulco","201901","2019-01",13830
"15014","Atlacomulco","201902","2019-02",13862
"15014","Atlacomulco","201903","2019-03",14244
"15014","Atlacomulco","201904","2019-04",14234
"15014","Atlacomulco","201905","2019-05",14357
"15014","Atlacomulco","201906","2019-06",14368
"15014","Atlacomulco","201907","2019-07",14355
"15014","Atlacomulco","201908","2019-08",14256
"15014","Atlacomulco","201909","2019-09",14294
"15014","Atlacomulco","201910","2019-10",14219
"15014","Atlacomulco","201911","2019-11",13983
"15014","Atlacomulco","201912","2019-12",13575
"15014","Atlacomulco","202001","2020-01",13603
"15014","Atlacomulco","202002","2020-02",13666
"15014","Atlacomulco","202003","2020-03",13782
"15014","Atlacomulco","202004","2020-04",13824
"15014","Atlacomulco","202005","2020-05",13820
"15014","Atlacomulco","202006","2020-06",13800
"15014","Atlacomulco","202007","2020-07",13720
"15014","Atlacomulco","202008","2020-08",13611
"15014","Atlacomulco","202009","2020-09",13617
"15014","Atlacomulco","202010","2020-10",13564
"15015","Atlautla","201901","2019-01",160
"15015","Atlautla","201902","2019-02",176
"15015","Atlautla","201903","2019-03",177
"15015","Atlautla","201904","2019-04",175
"15015","Atlautla","201905","2019-05",166
"15015","Atlautla","201906","2019-06",170
"15015","Atlautla","201907","2019-07",160
"15015","Atlautla","201908","2019-08",175
"15015","Atlautla","201909","2019-09",172
"15015","Atlautla","201910","2019-10",167
"15015","Atlautla","201911","2019-11",166
"15015","Atlautla","201912","2019-12",164
"15015","Atlautla","202001","2020-01",146
"15015","Atlautla","202002","2020-02",139
"15015","Atlautla","202003","2020-03",145
"15015","Atlautla","202004","2020-04",142
"15015","Atlautla","202005","2020-05",142
"15015","Atlautla","202006","2020-06",142
"15015","Atlautla","202007","2020-07",138
"15015","Atlautla","202008","2020-08",129
"15015","Atlautla","202009","2020-09",135
"15015","Atlautla","202010","2020-10",131
"15016","Axapusco","201901","2019-01",1221
"15016","Axapusco","201902","2019-02",1363
"15016","Axapusco","201903","2019-03",1442
"15016","Axapusco","201904","2019-04",1632
"15016","Axapusco","201905","2019-05",1622
"15016","Axapusco","201906","2019-06",1553
"15016","Axapusco","201907","2019-07",1578
"15016","Axapusco","201908","2019-08",1577
"15016","Axapusco","201909","2019-09",1492
"15016","Axapusco","201910","2019-10",1480
"15016","Axapusco","201911","2019-11",1497
"15016","Axapusco","201912","2019-12",1336
"15016","Axapusco","202001","2020-01",1371
"15016","Axapusco","202002","2020-02",1219
"15016","Axapusco","202003","2020-03",1265
"15016","Axapusco","202004","2020-04",984
"15016","Axapusco","202005","2020-05",1022
"15016","Axapusco","202006","2020-06",943
"15016","Axapusco","202007","2020-07",1017
"15016","Axapusco","202008","2020-08",990
"15016","Axapusco","202009","2020-09",921
"15016","Axapusco","202010","2020-10",910
"15017","Ayapango","201901","2019-01",121
"15017","Ayapango","201902","2019-02",121
"15017","Ayapango","201903","2019-03",121
"15017","Ayapango","201904","2019-04",92
"15017","Ayapango","201905","2019-05",93
"15017","Ayapango","201906","2019-06",86
"15017","Ayapango","201907","2019-07",103
"15017","Ayapango","201908","2019-08",102
"15017","Ayapango","201909","2019-09",101
"15017","Ayapango","201910","2019-10",98
"15017","Ayapango","201911","2019-11",104
"15017","Ayapango","201912","2019-12",104
"15017","Ayapango","202001","2020-01",102
"15017","Ayapango","202002","2020-02",112
"15017","Ayapango","202003","2020-03",115
"15017","Ayapango","202004","2020-04",116
"15017","Ayapango","202005","2020-05",117
"15017","Ayapango","202006","2020-06",117
"15017","Ayapango","202007","2020-07",107
"15017","Ayapango","202008","2020-08",107
"15017","Ayapango","202009","2020-09",106
"15017","Ayapango","202010","2020-10",105
"15018","Calimaya","201901","2019-01",908
"15018","Calimaya","201902","2019-02",892
"15018","Calimaya","201903","2019-03",898
"15018","Calimaya","201904","2019-04",908
"15018","Calimaya","201905","2019-05",881
"15018","Calimaya","201906","2019-06",918
"15018","Calimaya","201907","2019-07",965
"15018","Calimaya","201908","2019-08",990
"15018","Calimaya","201909","2019-09",977
"15018","Calimaya","201910","2019-10",985
"15018","Calimaya","201911","2019-11",976
"15018","Calimaya","201912","2019-12",959
"15018","Calimaya","202001","2020-01",1023
"15018","Calimaya","202002","2020-02",1086
"15018","Calimaya","202003","2020-03",1058
"15018","Calimaya","202004","2020-04",1006
"15018","Calimaya","202005","2020-05",976
"15018","Calimaya","202006","2020-06",945
"15018","Calimaya","202007","2020-07",890
"15018","Calimaya","202008","2020-08",1000
"15018","Calimaya","202009","2020-09",1024
"15018","Calimaya","202010","2020-10",1086
"15019","Capulhuac","201901","2019-01",781
"15019","Capulhuac","201902","2019-02",777
"15019","Capulhuac","201903","2019-03",746
"15019","Capulhuac","201904","2019-04",754
"15019","Capulhuac","201905","2019-05",765
"15019","Capulhuac","201906","2019-06",743
"15019","Capulhuac","201907","2019-07",731
"15019","Capulhuac","201908","2019-08",693
"15019","Capulhuac","201909","2019-09",715
"15019","Capulhuac","201910","2019-10",759
"15019","Capulhuac","201911","2019-11",769
"15019","Capulhuac","201912","2019-12",763
"15019","Capulhuac","202001","2020-01",775
"15019","Capulhuac","202002","2020-02",773
"15019","Capulhuac","202003","2020-03",751
"15019","Capulhuac","202004","2020-04",743
"15019","Capulhuac","202005","2020-05",719
"15019","Capulhuac","202006","2020-06",744
"15019","Capulhuac","202007","2020-07",718
"15019","Capulhuac","202008","2020-08",699
"15019","Capulhuac","202009","2020-09",716
"15019","Capulhuac","202010","2020-10",719
"15020","Coacalco de Berriozábal","201901","2019-01",19268
"15020","Coacalco de Berriozábal","201902","2019-02",19694
"15020","Coacalco de Berriozábal","201903","2019-03",19662
"15020","Coacalco de Berriozábal","201904","2019-04",19967
"15020","Coacalco de Berriozábal","201905","2019-05",20190
"15020","Coacalco de Berriozábal","201906","2019-06",20088
"15020","Coacalco de Berriozábal","201907","2019-07",19881
"15020","Coacalco de Berriozábal","201908","2019-08",19853
"15020","Coacalco de Berriozábal","201909","2019-09",19828
"15020","Coacalco de Berriozábal","201910","2019-10",19999
"15020","Coacalco de Berriozábal","201911","2019-11",20038
"15020","Coacalco de Berriozábal","201912","2019-12",19592
"15020","Coacalco de Berriozábal","202001","2020-01",19344
"15020","Coacalco de Berriozábal","202002","2020-02",19303
"15020","Coacalco de Berriozábal","202003","2020-03",17707
"15020","Coacalco de Berriozábal","202004","2020-04",17062
"15020","Coacalco de Berriozábal","202005","2020-05",16663
"15020","Coacalco de Berriozábal","202006","2020-06",17095
"15020","Coacalco de Berriozábal","202007","2020-07",16617
"15020","Coacalco de Berriozábal","202008","2020-08",16468
"15020","Coacalco de Berriozábal","202009","2020-09",16511
"15020","Coacalco de Berriozábal","202010","2020-10",16716
"15021","Coatepec Harinas","201901","2019-01",1217
"15021","Coatepec Harinas","201902","2019-02",1221
"15021","Coatepec Harinas","201903","2019-03",1242
"15021","Coatepec Harinas","201904","2019-04",1285
"15021","Coatepec Harinas","201905","2019-05",1257
"15021","Coatepec Harinas","201906","2019-06",1276
"15021","Coatepec Harinas","201907","2019-07",1305
"15021","Coatepec Harinas","201908","2019-08",1306
"15021","Coatepec Harinas","201909","2019-09",1313
"15021","Coatepec Harinas","201910","2019-10",1365
"15021","Coatepec Harinas","201911","2019-11",1456
"15021","Coatepec Harinas","201912","2019-12",1433
"15021","Coatepec Harinas","202001","2020-01",1428
"15021","Coatepec Harinas","202002","2020-02",1341
"15021","Coatepec Harinas","202003","2020-03",1331
"15021","Coatepec Harinas","202004","2020-04",1335
"15021","Coatepec Harinas","202005","2020-05",1306
"15021","Coatepec Harinas","202006","2020-06",1316
"15021","Coatepec Harinas","202007","2020-07",1326
"15021","Coatepec Harinas","202008","2020-08",1344
"15021","Coatepec Harinas","202009","2020-09",1365
"15021","Coatepec Harinas","202010","2020-10",1500
"15022","Cocotitlán","201901","2019-01",660
"15022","Cocotitlán","201902","2019-02",679
"15022","Cocotitlán","201903","2019-03",670
"15022","Cocotitlán","201904","2019-04",660
"15022","Cocotitlán","201905","2019-05",265
"15022","Cocotitlán","201906","2019-06",253
"15022","Cocotitlán","201907","2019-07",237
"15022","Cocotitlán","201908","2019-08",265
"15022","Cocotitlán","201909","2019-09",225
"15022","Cocotitlán","201910","2019-10",233
"15022","Cocotitlán","201911","2019-11",243
"15022","Cocotitlán","201912","2019-12",243
"15022","Cocotitlán","202001","2020-01",238
"15022","Cocotitlán","202002","2020-02",230
"15022","Cocotitlán","202003","2020-03",232
"15022","Cocotitlán","202004","2020-04",229
"15022","Cocotitlán","202005","2020-05",234
"15022","Cocotitlán","202006","2020-06",228
"15022","Cocotitlán","202007","2020-07",231
"15022","Cocotitlán","202008","2020-08",230
"15022","Cocotitlán","202009","2020-09",239
"15022","Cocotitlán","202010","2020-10",252
"15024","Cuautitlán","201901","2019-01",25545
"15024","Cuautitlán","201902","2019-02",25432
"15024","Cuautitlán","201903","2019-03",25382
"15024","Cuautitlán","201904","2019-04",25264
"15024","Cuautitlán","201905","2019-05",25415
"15024","Cuautitlán","201906","2019-06",25479
"15024","Cuautitlán","201907","2019-07",25474
"15024","Cuautitlán","201908","2019-08",25947
"15024","Cuautitlán","201909","2019-09",26273
"15024","Cuautitlán","201910","2019-10",26238
"15024","Cuautitlán","201911","2019-11",26794
"15024","Cuautitlán","201912","2019-12",26334
"15024","Cuautitlán","202001","2020-01",26337
"15024","Cuautitlán","202002","2020-02",27044
"15024","Cuautitlán","202003","2020-03",27281
"15024","Cuautitlán","202004","2020-04",27330
"15024","Cuautitlán","202005","2020-05",27227
"15024","Cuautitlán","202006","2020-06",27682
"15024","Cuautitlán","202007","2020-07",27625
"15024","Cuautitlán","202008","2020-08",27660
"15024","Cuautitlán","202009","2020-09",27851
"15024","Cuautitlán","202010","2020-10",27991
"15025","Chalco","201901","2019-01",29256
"15025","Chalco","201902","2019-02",29664
"15025","Chalco","201903","2019-03",29934
"15025","Chalco","201904","2019-04",30638
"15025","Chalco","201905","2019-05",31034
"15025","Chalco","201906","2019-06",31868
"15025","Chalco","201907","2019-07",31852
"15025","Chalco","201908","2019-08",32039
"15025","Chalco","201909","2019-09",32406
"15025","Chalco","201910","2019-10",32717
"15025","Chalco","201911","2019-11",33259
"15025","Chalco","201912","2019-12",33141
"15025","Chalco","202001","2020-01",33483
"15025","Chalco","202002","2020-02",33441
"15025","Chalco","202003","2020-03",33845
"15025","Chalco","202004","2020-04",33307
"15025","Chalco","202005","2020-05",32207
"15025","Chalco","202006","2020-06",32651
"15025","Chalco","202007","2020-07",32342
"15025","Chalco","202008","2020-08",32336
"15025","Chalco","202009","2020-09",32464
"15025","Chalco","202010","2020-10",32692
"15026","Chapa de Mota","201901","2019-01",536
"15026","Chapa de Mota","201902","2019-02",532
"15026","Chapa de Mota","201903","2019-03",546
"15026","Chapa de Mota","201904","2019-04",563
"15026","Chapa de Mota","201905","2019-05",574
"15026","Chapa de Mota","201906","2019-06",600
"15026","Chapa de Mota","201907","2019-07",593
"15026","Chapa de Mota","201908","2019-08",575
"15026","Chapa de Mota","201909","2019-09",583
"15026","Chapa de Mota","201910","2019-10",567
"15026","Chapa de Mota","201911","2019-11",565
"15026","Chapa de Mota","201912","2019-12",547
"15026","Chapa de Mota","202001","2020-01",524
"15026","Chapa de Mota","202002","2020-02",542
"15026","Chapa de Mota","202003","2020-03",534
"15026","Chapa de Mota","202004","2020-04",466
"15026","Chapa de Mota","202005","2020-05",450
"15026","Chapa de Mota","202006","2020-06",438
"15026","Chapa de Mota","202007","2020-07",415
"15026","Chapa de Mota","202008","2020-08",424
"15026","Chapa de Mota","202009","2020-09",431
"15026","Chapa de Mota","202010","2020-10",421
"15027","Chapultepec","201901","2019-01",190
"15027","Chapultepec","201902","2019-02",154
"15027","Chapultepec","201903","2019-03",154
"15027","Chapultepec","201904","2019-04",154
"15027","Chapultepec","201905","2019-05",178
"15027","Chapultepec","201906","2019-06",156
"15027","Chapultepec","201907","2019-07",181
"15027","Chapultepec","201908","2019-08",167
"15027","Chapultepec","201909","2019-09",192
"15027","Chapultepec","201910","2019-10",195
"15027","Chapultepec","201911","2019-11",187
"15027","Chapultepec","201912","2019-12",176
"15027","Chapultepec","202001","2020-01",174
"15027","Chapultepec","202002","2020-02",183
"15027","Chapultepec","202003","2020-03",166
"15027","Chapultepec","202004","2020-04",122
"15027","Chapultepec","202005","2020-05",119
"15027","Chapultepec","202006","2020-06",114
"15027","Chapultepec","202007","2020-07",119
"15027","Chapultepec","202008","2020-08",134
"15027","Chapultepec","202009","2020-09",143
"15027","Chapultepec","202010","2020-10",144
"15029","Chicoloapan","201901","2019-01",5301
"15029","Chicoloapan","201902","2019-02",5357
"15029","Chicoloapan","201903","2019-03",5403
"15029","Chicoloapan","201904","2019-04",5371
"15029","Chicoloapan","201905","2019-05",5225
"15029","Chicoloapan","201906","2019-06",5103
"15029","Chicoloapan","201907","2019-07",5343
"15029","Chicoloapan","201908","2019-08",5301
"15029","Chicoloapan","201909","2019-09",5591
"15029","Chicoloapan","201910","2019-10",5736
"15029","Chicoloapan","201911","2019-11",5732
"15029","Chicoloapan","201912","2019-12",5546
"15029","Chicoloapan","202001","2020-01",5471
"15029","Chicoloapan","202002","2020-02",5827
"15029","Chicoloapan","202003","2020-03",6289
"15029","Chicoloapan","202004","2020-04",6033
"15029","Chicoloapan","202005","2020-05",5994
"15029","Chicoloapan","202006","2020-06",5941
"15029","Chicoloapan","202007","2020-07",5938
"15029","Chicoloapan","202008","2020-08",5760
"15029","Chicoloapan","202009","2020-09",5568
"15029","Chicoloapan","202010","2020-10",5535
"15030","Chiconcuac","201901","2019-01",566
"15030","Chiconcuac","201902","2019-02",844
"15030","Chiconcuac","201903","2019-03",852
"15030","Chiconcuac","201904","2019-04",864
"15030","Chiconcuac","201905","2019-05",857
"15030","Chiconcuac","201906","2019-06",852
"15030","Chiconcuac","201907","2019-07",845
"15030","Chiconcuac","201908","2019-08",862
"15030","Chiconcuac","201909","2019-09",860
"15030","Chiconcuac","201910","2019-10",855
"15030","Chiconcuac","201911","2019-11",823
"15030","Chiconcuac","201912","2019-12",803
"15030","Chiconcuac","202001","2020-01",828
"15030","Chiconcuac","202002","2020-02",874
"15030","Chiconcuac","202003","2020-03",904
"15030","Chiconcuac","202004","2020-04",862
"15030","Chiconcuac","202005","2020-05",841
"15030","Chiconcuac","202006","2020-06",820
"15030","Chiconcuac","202007","2020-07",814
"15030","Chiconcuac","202008","2020-08",841
"15030","Chiconcuac","202009","2020-09",821
"15030","Chiconcuac","202010","2020-10",804
"15031","Chimalhuacán","201901","2019-01",6221
"15031","Chimalhuacán","201902","2019-02",6122
"15031","Chimalhuacán","201903","2019-03",5904
"15031","Chimalhuacán","201904","2019-04",5874
"15031","Chimalhuacán","201905","2019-05",6001
"15031","Chimalhuacán","201906","2019-06",5923
"15031","Chimalhuacán","201907","2019-07",5761
"15031","Chimalhuacán","201908","2019-08",5943
"15031","Chimalhuacán","201909","2019-09",5959
"15031","Chimalhuacán","201910","2019-10",6013
"15031","Chimalhuacán","201911","2019-11",6046
"15031","Chimalhuacán","201912","2019-12",5962
"15031","Chimalhuacán","202001","2020-01",5880
"15031","Chimalhuacán","202002","2020-02",5899
"15031","Chimalhuacán","202003","2020-03",5970
"15031","Chimalhuacán","202004","2020-04",5739
"15031","Chimalhuacán","202005","2020-05",5716
"15031","Chimalhuacán","202006","2020-06",5947
"15031","Chimalhuacán","202007","2020-07",6001
"15031","Chimalhuacán","202008","2020-08",6131
"15031","Chimalhuacán","202009","2020-09",6408
"15031","Chimalhuacán","202010","2020-10",6439
"15032","Donato Guerra","201901","2019-01",70
"15032","Donato Guerra","201902","2019-02",70
"15032","Donato Guerra","201903","2019-03",72
"15032","Donato Guerra","201904","2019-04",30
